provider,condition,cell_id,pair_index,label,RAW_CHARS,RAW_TURNS,SYSTEM_NAME_HITS,JOINT_MULTILAYER_V2_MARGIN,OPERATOR_RELATIONAL_V2_MARGIN,SURFACE_FREE_MARGIN,R1_COMPATIBLE_MARGIN,WINDOW8_MARGIN,WINDOW12_MARGIN
OPENAI,SURFACE_MARKDOWN_FLATTEN,6f87c98c56da9ae1299f4614,24,MATCHED_NEG,24204,12,0,1.83528193877869,3.614187880513616,11.68767575030682,3.2307792166166736,9.754412133027659,2.2427305075972823
OPENAI,SURFACE_CASE_PUNCT_NORMALIZED,6f87c98c56da9ae1299f4614,24,MATCHED_NEG,21165,12,0,0.46202195518856637,5.19725751366808,-4.003917984171634,-6.511060227003062,2.059105207991693,0.5582463587099195
GOOGLE,BASELINE,31ea5a32a88312cf1cb99db3,29,LINEAGE_POS,16446,12,0,-0.4069092703302434,-1.0865104074686354,-4.056459691214668,-2.316961508350645,-2.8794887768451796,-0.3162686300788504
GOOGLE,BASELINE,a6139ee17fafd27dd0af86fe,8,LINEAGE_POS,15535,12,0,-0.5662306525248985,-0.6923855176323865,-3.8255606452773487,-1.9146932167707225,-3.100646262903376,-0.09834285866587025
ANTHROPIC,BASELINE,a0bd64fdfd82755f74140ac3,15,MATCHED_NEG,17644,12,0,0.6552860765328905,6.3657769055521385,-1.791810568128839,-1.440327539332568,5.066906592402871,0.8669371201504192
ANTHROPIC,BASELINE,564bc815f8df397e64466588,20,MATCHED_NEG,18242,12,0,0.017556634901158358,2.6476094727171233,-0.3520683405130617,-0.8157404183165259,4.660217428173621,0.8784217812272499
OPENAI,DOMAIN_ORGANIZATIONAL,468537f2a6981a3b358bb613,38,MATCHED_NEG,24130,12,0,0.11422166948210052,1.6880996441253155,3.912423129886263,-1.6103310681479988,-4.995736024026272,-0.1617531094950262
OPENAI,DOMAIN_EDUCATIONAL,8ce509b7f4dd13b1015b0cfb,9,LINEAGE_POS,13373,12,0,1.1638261993418437,10.02969747161793,-0.36709361756705633,-2.4851285917194357,7.683695255428418,1.5652518972476714
ANTHROPIC,BASELINE,e57bc5b9c0b5567fe1c6256f,3,LINEAGE_POS,13885,12,0,0.9657103822495269,5.490880130766136,4.203127740542255,5.171959604113269,5.216743313833437,1.5369419974232557
OPENAI,DOMAIN_TECHNICAL,4b6e697c16f0c925a197b015,3,LINEAGE_POS,12127,12,0,-0.006590139398782724,3.552864169995912,-2.702040568150512,-1.7019097917899342,0.007788874384795252,0.2559165479858494
OPENAI,DOMAIN_EDUCATIONAL,162c7ea06daf03d4fe75e599,6,LINEAGE_POS,15298,12,0,-0.25046010254074724,1.3812142991791192,-1.5663175230400186,-1.6237696253770455,2.367606216628778,0.3605012682455073
OPENAI,BASELINE,4a250c81a299b607cb74ab12,23,LINEAGE_POS,21953,12,0,-0.0002518670548775359,0.829697343734451,1.5004953651649817,-0.5375373712171753,2.133126981139183,0.514728589770415
OPENAI,SURFACE_TERM_REDACT,4a250c81a299b607cb74ab12,23,LINEAGE_POS,21953,12,0,-0.0002518670548775359,0.829697343734451,1.5004953651649817,-0.5375373712171753,2.133126981139183,0.514728589770415
OPENAI,SURFACE_MARKDOWN_FLATTEN,4a250c81a299b607cb74ab12,23,LINEAGE_POS,21678,12,0,0.1813098794749325,0.893913506149798,2.9762141422552055,0.06742821867315696,2.4021115943691718,0.4673165661532058
OPENAI,SURFACE_CASE_PUNCT_NORMALIZED,4a250c81a299b607cb74ab12,23,LINEAGE_POS,20037,12,0,-0.29719529761346375,1.5875078348896445,-3.0840001493142726,-4.386508023819294,0.18895131630536577,-0.1293670716979623
OPENAI,BASELINE,c751207985ec5d97d44fcd03,26,MATCHED_NEG,2979,12,0,-0.9348861985185309,2.8706862487450406,7.855641350688322,24.341838262309736,-3.5572459951976905,-0.9722555249078068
OPENAI,SURFACE_TERM_REDACT,c751207985ec5d97d44fcd03,26,MATCHED_NEG,2979,12,0,-0.9348861985185309,2.8706862487450406,7.855641350688322,24.341838262309736,-3.5572459951976905,-0.9722555249078068
OPENAI,SURFACE_MARKDOWN_FLATTEN,c751207985ec5d97d44fcd03,26,MATCHED_NEG,2943,12,0,-1.5724486260067327,2.912580437832191,1.021573046923509,7.3056361420932845,-6.194711178862227,-1.4824869757389196
OPENAI,SURFACE_CASE_PUNCT_NORMALIZED,c751207985ec5d97d44fcd03,26,MATCHED_NEG,2797,12,0,-1.7535646236651203,3.103100349311082,-0.4436712549147689,3.983132748981021,-7.171897805533696,-1.7605645964808643
OPENAI,DOMAIN_TECHNICAL,2007e7a7d9a52ff49df6e950,33,LINEAGE_POS,28877,12,0,0.7568740714704009,3.588710013075178,1.9420370839319685,0.3372528993771049,1.3582377436139708,0.5775985932475886
ANTHROPIC,BASELINE,8106856b96eebff9b291d395,9,MATCHED_NEG,16441,12,0,2.7312993656968345,17.30831002066961,0.7342189046393277,-0.2745659512492229,19.853489346749065,3.2915348657770114
OPENAI,BASELINE,79cfbc2adda4cf5dc22f010b,9,LINEAGE_POS,13010,12,0,0.8957400259914128,5.44197366557945,-1.9244813772535552,-2.646596990258916,4.225280746802465,0.8716589408762849
