MATCH,FILE_NAME,FULL_PATH,SIZE_BYTES
(?i)BR2,DOMAIN_TOPIC_CONTROL.csv,C:\RSOS\Training data\F2_BR2_EXACT_SEGMENT_REFREEZE_RUNNER\frozen_inputs\legacy_results\DOMAIN_TOPIC_CONTROL.csv,371
(?i)BR2,FROZEN_THRESHOLD_HOLDOUT.csv,C:\RSOS\Training data\F2_BR2_EXACT_SEGMENT_REFREEZE_RUNNER\frozen_inputs\legacy_results\FROZEN_THRESHOLD_HOLDOUT.csv,167
(?i)BR2,GENEALOGY_DIRECTIONALITY.csv,C:\RSOS\Training data\F2_BR2_EXACT_SEGMENT_REFREEZE_RUNNER\frozen_inputs\legacy_results\GENEALOGY_DIRECTIONALITY.csv,213
(?i)BR2,MESSAGE_DROPOUT_ROBUSTNESS.csv,C:\RSOS\Training data\F2_BR2_EXACT_SEGMENT_REFREEZE_RUNNER\frozen_inputs\legacy_results\MESSAGE_DROPOUT_ROBUSTNESS.csv,282
(?i)BR2,PRIMARY_CLASSIFICATION_RESULTS.csv,C:\RSOS\Training data\F2_BR2_EXACT_SEGMENT_REFREEZE_RUNNER\frozen_inputs\legacy_results\PRIMARY_CLASSIFICATION_RESULTS.csv,2691
(?i)BR2,REPRESENTATION_ABLATIONS.csv,C:\RSOS\Training data\F2_BR2_EXACT_SEGMENT_REFREEZE_RUNNER\frozen_inputs\legacy_results\REPRESENTATION_ABLATIONS.csv,897
(?i)BR2,STRATIFIED_HOLDOUT.csv,C:\RSOS\Training data\F2_BR2_EXACT_SEGMENT_REFREEZE_RUNNER\frozen_inputs\legacy_results\STRATIFIED_HOLDOUT.csv,351
(?i)BR2,SYSTEM_SPECIFIC_HOLDOUT.csv,C:\RSOS\Training data\F2_BR2_EXACT_SEGMENT_REFREEZE_RUNNER\frozen_inputs\legacy_results\SYSTEM_SPECIFIC_HOLDOUT.csv,470
(?i)BR2,WINDOW12_LENGTH_HARDENING.csv,C:\RSOS\Training data\F2_BR2_EXACT_SEGMENT_REFREEZE_RUNNER\frozen_inputs\legacy_results\WINDOW12_LENGTH_HARDENING.csv,456
(?i)BR2,WINDOW8_LENGTH_HARDENING.csv,C:\RSOS\Training data\F2_BR2_EXACT_SEGMENT_REFREEZE_RUNNER\frozen_inputs\legacy_results\WINDOW8_LENGTH_HARDENING.csv,465
(?i)BR2,WINDOW12_HOLDOUT.csv,C:\RSOS\Training data\F2_BR2_EXACT_SEGMENT_REFREEZE_RUNNER\frozen_inputs\legacy_window_features\WINDOW12_HOLDOUT.csv,176366
(?i)BR2,WINDOW12_TRAIN.csv,C:\RSOS\Training data\F2_BR2_EXACT_SEGMENT_REFREEZE_RUNNER\frozen_inputs\legacy_window_features\WINDOW12_TRAIN.csv,87819
(?i)BR2,WINDOW12_VALIDATION.csv,C:\RSOS\Training data\F2_BR2_EXACT_SEGMENT_REFREEZE_RUNNER\frozen_inputs\legacy_window_features\WINDOW12_VALIDATION.csv,85265
(?i)BR2,WINDOW8_HOLDOUT.csv,C:\RSOS\Training data\F2_BR2_EXACT_SEGMENT_REFREEZE_RUNNER\frozen_inputs\legacy_window_features\WINDOW8_HOLDOUT.csv,205524
(?i)BR2,WINDOW8_TRAIN.csv,C:\RSOS\Training data\F2_BR2_EXACT_SEGMENT_REFREEZE_RUNNER\frozen_inputs\legacy_window_features\WINDOW8_TRAIN.csv,89600
(?i)BR2,WINDOW8_VALIDATION.csv,C:\RSOS\Training data\F2_BR2_EXACT_SEGMENT_REFREEZE_RUNNER\frozen_inputs\legacy_window_features\WINDOW8_VALIDATION.csv,91959
(?i)BR2,EARLY_NEG_IDS.json,C:\RSOS\Training data\F2_BR2_EXACT_SEGMENT_REFREEZE_RUNNER\frozen_inputs\splits\EARLY_NEG_IDS.json,3268
(?i)BR2,EARLY_NEG_MATCH_REGISTRY.csv,C:\RSOS\Training data\F2_BR2_EXACT_SEGMENT_REFREEZE_RUNNER\frozen_inputs\splits\EARLY_NEG_MATCH_REGISTRY.csv,8364
(?i)BR2,EARLY_POS_IDS.json,C:\RSOS\Training data\F2_BR2_EXACT_SEGMENT_REFREEZE_RUNNER\frozen_inputs\splits\EARLY_POS_IDS.json,1849
(?i)BR2,EARLY_POS_USABLE.csv,C:\RSOS\Training data\F2_BR2_EXACT_SEGMENT_REFREEZE_RUNNER\frozen_inputs\splits\EARLY_POS_USABLE.csv,2093
(?i)BR2,HOLDOUT_MATCHED_PAIR_IDS.csv,C:\RSOS\Training data\F2_BR2_EXACT_SEGMENT_REFREEZE_RUNNER\frozen_inputs\splits\HOLDOUT_MATCHED_PAIR_IDS.csv,12718
(?i)BR2,LATER_HOLD_NEG_IDS.json,C:\RSOS\Training data\F2_BR2_EXACT_SEGMENT_REFREEZE_RUNNER\frozen_inputs\splits\LATER_HOLD_NEG_IDS.json,7568
(?i)BR2,LATER_HOLD_POS_IDS.json,C:\RSOS\Training data\F2_BR2_EXACT_SEGMENT_REFREEZE_RUNNER\frozen_inputs\splits\LATER_HOLD_POS_IDS.json,6235
(?i)BR2,LATER_NEG_POOL_REGISTRY.csv,C:\RSOS\Training data\F2_BR2_EXACT_SEGMENT_REFREEZE_RUNNER\frozen_inputs\splits\LATER_NEG_POOL_REGISTRY.csv,16296
(?i)BR2,LATER_POS_REGISTRY.csv,C:\RSOS\Training data\F2_BR2_EXACT_SEGMENT_REFREEZE_RUNNER\frozen_inputs\splits\LATER_POS_REGISTRY.csv,22302
(?i)BR2,LATER_VAL_NEG_IDS.json,C:\RSOS\Training data\F2_BR2_EXACT_SEGMENT_REFREEZE_RUNNER\frozen_inputs\splits\LATER_VAL_NEG_IDS.json,688
(?i)BR2,LATER_VAL_POS_IDS.json,C:\RSOS\Training data\F2_BR2_EXACT_SEGMENT_REFREEZE_RUNNER\frozen_inputs\splits\LATER_VAL_POS_IDS.json,4687
(?i)BR2,VALIDATION_MATCHED_PAIR_IDS.csv,C:\RSOS\Training data\F2_BR2_EXACT_SEGMENT_REFREEZE_RUNNER\frozen_inputs\splits\VALIDATION_MATCHED_PAIR_IDS.csv,1535
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,FROZEN_FEATURE_SETS.json,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE_RUNNER\frozen_inputs\FROZEN_FEATURE_SETS.json,3952
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,RUN_F2_BR2.cpython-313.pyc,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE_RUNNER\__pycache__\RUN_F2_BR2.cpython-313.pyc,80006
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,EARLY_NEG_FEATURES.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE_RUNNER\frozen_inputs\legacy_features\EARLY_NEG_FEATURES.csv,95072
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,EARLY_POS_FEATURES.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE_RUNNER\frozen_inputs\legacy_features\EARLY_POS_FEATURES.csv,55762
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,LATER_HOLD_NEG_FEATURES.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE_RUNNER\frozen_inputs\legacy_features\LATER_HOLD_NEG_FEATURES.csv,201593
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,LATER_HOLD_POS_FEATURES.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE_RUNNER\frozen_inputs\legacy_features\LATER_HOLD_POS_FEATURES.csv,188434
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,LATER_VAL_NEG_FEATURES.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE_RUNNER\frozen_inputs\legacy_features\LATER_VAL_NEG_FEATURES.csv,19206
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,LATER_VAL_POS_FEATURES.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE_RUNNER\frozen_inputs\legacy_features\LATER_VAL_POS_FEATURES.csv,144996
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,DOMAIN_TOPIC_ASSIGNMENTS_K12.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE_RUNNER\frozen_inputs\legacy_results\DOMAIN_TOPIC_ASSIGNMENTS_K12.csv,18727
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,DOMAIN_TOPIC_ASSIGNMENTS_K5.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE_RUNNER\frozen_inputs\legacy_results\DOMAIN_TOPIC_ASSIGNMENTS_K5.csv,18709
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,DOMAIN_TOPIC_ASSIGNMENTS_K8.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE_RUNNER\frozen_inputs\legacy_results\DOMAIN_TOPIC_ASSIGNMENTS_K8.csv,18709
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,DOMAIN_TOPIC_CONTROL.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE_RUNNER\frozen_inputs\legacy_results\DOMAIN_TOPIC_CONTROL.csv,371
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,FROZEN_THRESHOLD_HOLDOUT.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE_RUNNER\frozen_inputs\legacy_results\FROZEN_THRESHOLD_HOLDOUT.csv,167
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,GENEALOGY_DIRECTIONALITY.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE_RUNNER\frozen_inputs\legacy_results\GENEALOGY_DIRECTIONALITY.csv,213
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,MESSAGE_DROPOUT_ROBUSTNESS.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE_RUNNER\frozen_inputs\legacy_results\MESSAGE_DROPOUT_ROBUSTNESS.csv,282
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,PRIMARY_CLASSIFICATION_RESULTS.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE_RUNNER\frozen_inputs\legacy_results\PRIMARY_CLASSIFICATION_RESULTS.csv,2691
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,REPRESENTATION_ABLATIONS.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE_RUNNER\frozen_inputs\legacy_results\REPRESENTATION_ABLATIONS.csv,897
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,STRATIFIED_HOLDOUT.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE_RUNNER\frozen_inputs\legacy_results\STRATIFIED_HOLDOUT.csv,351
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,SYSTEM_SPECIFIC_HOLDOUT.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE_RUNNER\frozen_inputs\legacy_results\SYSTEM_SPECIFIC_HOLDOUT.csv,470
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,WINDOW12_LENGTH_HARDENING.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE_RUNNER\frozen_inputs\legacy_results\WINDOW12_LENGTH_HARDENING.csv,456
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,WINDOW8_LENGTH_HARDENING.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE_RUNNER\frozen_inputs\legacy_results\WINDOW8_LENGTH_HARDENING.csv,465
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,EARLY_NEG_IDS.json,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE_RUNNER\frozen_inputs\splits\EARLY_NEG_IDS.json,3268
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,EARLY_NEG_MATCH_REGISTRY.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE_RUNNER\frozen_inputs\splits\EARLY_NEG_MATCH_REGISTRY.csv,8364
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,EARLY_POS_IDS.json,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE_RUNNER\frozen_inputs\splits\EARLY_POS_IDS.json,1849
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,EARLY_POS_USABLE.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE_RUNNER\frozen_inputs\splits\EARLY_POS_USABLE.csv,2093
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,HOLDOUT_MATCHED_PAIR_IDS.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE_RUNNER\frozen_inputs\splits\HOLDOUT_MATCHED_PAIR_IDS.csv,12718
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,LATER_HOLD_NEG_IDS.json,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE_RUNNER\frozen_inputs\splits\LATER_HOLD_NEG_IDS.json,7568
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,LATER_HOLD_POS_IDS.json,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE_RUNNER\frozen_inputs\splits\LATER_HOLD_POS_IDS.json,6235
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,LATER_NEG_POOL_REGISTRY.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE_RUNNER\frozen_inputs\splits\LATER_NEG_POOL_REGISTRY.csv,16296
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,LATER_POS_REGISTRY.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE_RUNNER\frozen_inputs\splits\LATER_POS_REGISTRY.csv,22302
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,LATER_VAL_NEG_IDS.json,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE_RUNNER\frozen_inputs\splits\LATER_VAL_NEG_IDS.json,688
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,LATER_VAL_POS_IDS.json,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE_RUNNER\frozen_inputs\splits\LATER_VAL_POS_IDS.json,4687
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,VALIDATION_MATCHED_PAIR_IDS.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE_RUNNER\frozen_inputs\splits\VALIDATION_MATCHED_PAIR_IDS.csv,1535
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,00_FROZEN_SPEC.json,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\00_PRE_EVAL\00_FROZEN_SPEC.json,8369
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,ENVIRONMENT.json,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\00_PRE_EVAL\ENVIRONMENT.json,256
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,FEATURE_REGISTRY_V2.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\00_PRE_EVAL\FEATURE_REGISTRY_V2.csv,4079
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,FROZEN_SEGMENT_SHA256_VERIFICATION.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\00_PRE_EVAL\FROZEN_SEGMENT_SHA256_VERIFICATION.csv,2161
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,PRE_EVAL_FREEZE.json,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\00_PRE_EVAL\PRE_EVAL_FREEZE.json,6822
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,PRE_EVAL_FREEZE_SHA256.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\00_PRE_EVAL\PRE_EVAL_FREEZE_SHA256.csv,1828
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,PRE_EVAL_FREEZE_SHA256.txt,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\00_PRE_EVAL\PRE_EVAL_FREEZE_SHA256.txt,66
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,PROVENANCE_LEDGER.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\00_PRE_EVAL\PROVENANCE_LEDGER.csv,258
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,EARLY_NEG_V2_FEATURES.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\01_FEATURES\EARLY_NEG_V2_FEATURES.csv,93038
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,EARLY_POS_V2_FEATURES.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\01_FEATURES\EARLY_POS_V2_FEATURES.csv,54865
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,LATER_HOLD_NEG_V2_FEATURES.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\01_FEATURES\LATER_HOLD_NEG_V2_FEATURES.csv,198584
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,LATER_HOLD_POS_V2_FEATURES.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\01_FEATURES\LATER_HOLD_POS_V2_FEATURES.csv,185024
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,LATER_VAL_NEG_V2_FEATURES.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\01_FEATURES\LATER_VAL_NEG_V2_FEATURES.csv,19033
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,LATER_VAL_POS_V2_FEATURES.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\01_FEATURES\LATER_VAL_POS_V2_FEATURES.csv,142605
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,JOINT_MULTILAYER_V2.joblib,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\02_MODELS\JOINT_MULTILAYER_V2.joblib,5117
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,JOINT_MULTILAYER_V2_COEFFICIENTS.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\02_MODELS\JOINT_MULTILAYER_V2_COEFFICIENTS.csv,6673
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,JOINT_MULTILAYER_V2_TRAIN_CV.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\02_MODELS\JOINT_MULTILAYER_V2_TRAIN_CV.csv,422
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,JOINT_MULTILAYER_V2_TRAIN_MEDIANS.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\02_MODELS\JOINT_MULTILAYER_V2_TRAIN_MEDIANS.csv,2511
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,JOINT_MULTILAYER_V2_TRAIN_OOF.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\02_MODELS\JOINT_MULTILAYER_V2_TRAIN_OOF.csv,9183
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,OPERATOR_RELATIONAL_V2.joblib,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\02_MODELS\OPERATOR_RELATIONAL_V2.joblib,3725
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,OPERATOR_RELATIONAL_V2_COEFFICIENTS.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\02_MODELS\OPERATOR_RELATIONAL_V2_COEFFICIENTS.csv,4015
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,OPERATOR_RELATIONAL_V2_TRAIN_CV.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\02_MODELS\OPERATOR_RELATIONAL_V2_TRAIN_CV.csv,437
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,OPERATOR_RELATIONAL_V2_TRAIN_MEDIANS.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\02_MODELS\OPERATOR_RELATIONAL_V2_TRAIN_MEDIANS.csv,1596
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,OPERATOR_RELATIONAL_V2_TRAIN_OOF.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\02_MODELS\OPERATOR_RELATIONAL_V2_TRAIN_OOF.csv,9221
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,WINDOW12_DETERMINISTIC_V2.joblib,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\02_MODELS\WINDOW12_DETERMINISTIC_V2.joblib,4093
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,WINDOW12_DETERMINISTIC_V2_COEFFICIENTS.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\02_MODELS\WINDOW12_DETERMINISTIC_V2_COEFFICIENTS.csv,4875
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,WINDOW12_DETERMINISTIC_V2_TRAIN_CV.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\02_MODELS\WINDOW12_DETERMINISTIC_V2_TRAIN_CV.csv,267
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,WINDOW12_DETERMINISTIC_V2_TRAIN_MEDIANS.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\02_MODELS\WINDOW12_DETERMINISTIC_V2_TRAIN_MEDIANS.csv,1720
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,WINDOW12_DETERMINISTIC_V2_TRAIN_OOF.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\02_MODELS\WINDOW12_DETERMINISTIC_V2_TRAIN_OOF.csv,8388
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,WINDOW8_DETERMINISTIC_V2.joblib,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\02_MODELS\WINDOW8_DETERMINISTIC_V2.joblib,4077
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,WINDOW8_DETERMINISTIC_V2_COEFFICIENTS.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\02_MODELS\WINDOW8_DETERMINISTIC_V2_COEFFICIENTS.csv,4789
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,WINDOW8_DETERMINISTIC_V2_TRAIN_CV.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\02_MODELS\WINDOW8_DETERMINISTIC_V2_TRAIN_CV.csv,421
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,WINDOW8_DETERMINISTIC_V2_TRAIN_MEDIANS.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\02_MODELS\WINDOW8_DETERMINISTIC_V2_TRAIN_MEDIANS.csv,1692
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,WINDOW8_DETERMINISTIC_V2_TRAIN_OOF.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\02_MODELS\WINDOW8_DETERMINISTIC_V2_TRAIN_OOF.csv,8892
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,GENEALOGY_V2.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\03_RESULTS\GENEALOGY_V2.csv,256
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,JOINT_MULTILAYER_V2_HOLDOUT_SCORES.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\03_RESULTS\JOINT_MULTILAYER_V2_HOLDOUT_SCORES.csv,39400
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,JOINT_MULTILAYER_V2_VALIDATION_SCORES.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\03_RESULTS\JOINT_MULTILAYER_V2_VALIDATION_SCORES.csv,14628
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,JOINT_V2_REPRESENTATION_ABLATIONS.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\03_RESULTS\JOINT_V2_REPRESENTATION_ABLATIONS.csv,678
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,MESSAGE_DROPOUT_V2.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\03_RESULTS\MESSAGE_DROPOUT_V2.csv,427
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,OPERATOR_RELATIONAL_V2_HOLDOUT_SCORES.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\03_RESULTS\OPERATOR_RELATIONAL_V2_HOLDOUT_SCORES.csv,39277
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,OPERATOR_RELATIONAL_V2_VALIDATION_SCORES.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\03_RESULTS\OPERATOR_RELATIONAL_V2_VALIDATION_SCORES.csv,14584
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,PRIMARY_V2_RESULTS.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\03_RESULTS\PRIMARY_V2_RESULTS.csv,1743
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,SYSTEM_SPECIFIC_V2.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\03_RESULTS\SYSTEM_SPECIFIC_V2.csv,812
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,TOPIC_CONTROL_V2.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\03_RESULTS\TOPIC_CONTROL_V2.csv,766
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,WINDOW12_DETERMINISTIC_FEATURES.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\03_RESULTS\WINDOW12_DETERMINISTIC_FEATURES.csv,352220
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,WINDOW8_DETERMINISTIC_FEATURES.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\03_RESULTS\WINDOW8_DETERMINISTIC_FEATURES.csv,389941
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,WINDOW_HARDENING_V2.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\03_RESULTS\WINDOW_HARDENING_V2.csv,701
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,STATUS_LEDGER.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\04_AUDIT\STATUS_LEDGER.csv,263
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,DOMAIN_TOPIC_ASSIGNMENTS_K12.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\05_LEGACY_REFERENCE\DOMAIN_TOPIC_ASSIGNMENTS_K12.csv,18727
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,DOMAIN_TOPIC_ASSIGNMENTS_K5.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\05_LEGACY_REFERENCE\DOMAIN_TOPIC_ASSIGNMENTS_K5.csv,18709
(?i)BR2|(?i)DETERMINISTIC.*REFREEZE,DOMAIN_TOPIC_ASSIGNMENTS_K8.csv,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\05_LEGACY_REFERENCE\DOMAIN_TOPIC_ASSIGNMENTS_K8.csv,18709
