seed,condition,RETURN,OPERATIONAL_REENTRY,NEXT_TRANSFORMATION,RECURRENCE,PRESERVATION,META_CONTROL,FULL_PATHWAY,PATHWAY_SCORE
15,A25_AUTHENTIC_DOSE,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666
15,A50_AUTHENTIC_DOSE,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,1.3333333333333333
15,A75_AUTHENTIC_DOSE,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,1.6666666666666667
15,B_TOPOLOGY_SHUFFLED,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666
15,C_ORDER_SHUFFLED,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.3333333333333333
15,D_DIRECTION_REVERSED,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
15,E_META_CONTROL_ABLATED,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
15,F_PRESERVATION_ABLATED,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666
15,G_SURFACE_SUBSTITUTED,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,1.6666666666666667
15,H_AUTHENTIC_PERTURBED,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
15,I_SHUFFLED_PERTURBED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,J_RECURSION_CONTROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,K_COMPLEXITY_CONTROL,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666
15,L_COUNTERFACTUAL_PATH,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0
16,A100_AUTHENTIC_FULL_PREFIX,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,1.0
16,A25_AUTHENTIC_DOSE,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
16,A50_AUTHENTIC_DOSE,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666
16,A75_AUTHENTIC_DOSE,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,1.6666666666666667
16,B_TOPOLOGY_SHUFFLED,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0
16,C_ORDER_SHUFFLED,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0
16,D_DIRECTION_REVERSED,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
16,E_META_CONTROL_ABLATED,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
16,F_PRESERVATION_ABLATED,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
16,G_SURFACE_SUBSTITUTED,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,1.0
16,H_AUTHENTIC_PERTURBED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,I_SHUFFLED_PERTURBED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,J_RECURSION_CONTROL,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
16,K_COMPLEXITY_CONTROL,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0
16,L_COUNTERFACTUAL_PATH,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0
17,A100_AUTHENTIC_FULL_PREFIX,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
17,A25_AUTHENTIC_DOSE,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666
17,A50_AUTHENTIC_DOSE,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
17,A75_AUTHENTIC_DOSE,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
17,B_TOPOLOGY_SHUFFLED,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666
17,C_ORDER_SHUFFLED,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666
