source_family,artifact_classes,score,size_bytes,modified_utc,content_terms,path
F2|V12|WF1-A|WF1-B,FEATURE_CONTRACT|CONTROL_SUBSET|FROZEN_SCORER_OR_RUNNER,14,3952,2026-09-11T20:18:40+00:00,surface|operator,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\04_RUNNER\F2_B_FROZEN_PASSIVE_BASELINE\reference\FROZEN_FEATURE_SETS.json
F2|V12|WF1-A|WF1-B,FEATURE_CONTRACT|CONTROL_SUBSET|FROZEN_SCORER_OR_RUNNER,14,198584,2026-09-11T20:18:40+00:00,holdout|operator,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\04_RUNNER\F2_B_FROZEN_PASSIVE_BASELINE\reference\LATER_HOLD_NEG_V2_FEATURES.csv
F2|V12|WF1-A|WF1-B,FEATURE_CONTRACT|CONTROL_SUBSET|FROZEN_SCORER_OR_RUNNER,14,185024,2026-09-11T20:18:40+00:00,holdout|operator,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\04_RUNNER\F2_B_FROZEN_PASSIVE_BASELINE\reference\LATER_HOLD_POS_V2_FEATURES.csv
V11,FEATURE_CONTRACT|MATCHED_SOURCE_SUBSET|CONTEXT_OR_ID_MAP,14,241837,2026-09-11T02:42:34.897955+00:00,matched|surface,C:\RSOS\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\07_SEED_LEVEL_GRAPH_VECTOR.csv
V12|WF1-A,FEATURE_CONTRACT|CONTEXT_OR_ID_MAP|PREVIOUS_ADJUDICATION,14,1728393,2026-09-13T20:38:05.800300+00:00,matched|surface,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\06_RESPONSE_GRAPH_FEATURES.csv
V12|WF1-A,FROZEN_DETECTOR|CONTEXT_OR_ID_MAP|PREVIOUS_ADJUDICATION,14,361,2026-09-13T20:39:40.584174+00:00,classifier|holdout,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\11_GRAPH_CLASSIFIERS.csv
V12|WF1-A,CONTEXT_OR_ID_MAP|PREVIOUS_ADJUDICATION|PROVIDER_OR_MODEL_PRIOR,14,8437,2026-09-13T20:40:31.763470+00:00,holdout|matched,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\28_MODEL_NATIVE_SUMMARY.csv
V12|WF1-A,FROZEN_SCORER_OR_RUNNER,14,124186,2026-09-13T18:22:04.244853+00:00,classifier|feature|holdout|matched|surface|invariance|operator|prospective,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\OUTPUT\00_FROZEN_RUNNER.py
V12|WF1-A,FROZEN_SCORER_OR_RUNNER,14,124186,2026-09-12T14:10:20+00:00,classifier|feature|holdout|matched|surface|invariance|operator|prospective,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\RUNNER\RUN_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY_R1.py
V12|WF1-A|WF1-B,FEATURE_CONTRACT|CONTEXT_OR_ID_MAP|PREVIOUS_ADJUDICATION,14,1728393,2026-09-13T20:38:05.800300+00:00,matched|surface,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\06_RESPONSE_GRAPH_FEATURES.csv
V12|WF1-A|WF1-B,FROZEN_DETECTOR|CONTEXT_OR_ID_MAP|PREVIOUS_ADJUDICATION,14,361,2026-09-13T20:39:40.584174+00:00,classifier|holdout,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\11_GRAPH_CLASSIFIERS.csv
V12|WF1-A|WF1-B,CONTEXT_OR_ID_MAP|PREVIOUS_ADJUDICATION|PROVIDER_OR_MODEL_PRIOR,14,8437,2026-09-13T20:40:31.763470+00:00,holdout|matched,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\28_MODEL_NATIVE_SUMMARY.csv
V12|WF1-A|WF1-B,FROZEN_SCORER_OR_RUNNER,14,124186,2026-09-12T14:10:20+00:00,classifier|feature|holdout|matched|surface|invariance|operator|prospective,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\RUNNER\RUN_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY_R1.py
F1,MATCHED_SOURCE_SUBSET|CONTROL_SUBSET|FREEZE_OR_MANIFEST,13,1094,2026-09-11T19:57:18.874237+00:00,holdout,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\00_MANIFEST\FROZEN_INPUT_SHA256.csv
F1,MATCHED_SOURCE_SUBSET|CONTROL_SUBSET|FREEZE_OR_MANIFEST,13,1792,2026-09-11T19:57:24.141583+00:00,holdout,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\00_MANIFEST\INPUT_MANIFEST_CROSSCHECK.csv
F1,MATCHED_SOURCE_SUBSET|CONTROL_SUBSET|FREEZE_OR_MANIFEST,13,1668,2026-09-11T19:57:26.044921+00:00,operator,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\00_MANIFEST\INPUT_SHA256.txt
F1,FEATURE_CONTRACT|MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,94982,2026-09-11T19:57:31.233397+00:00,operator,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\EARLY_NEG_DROPOUT_FEATURES.csv
F1,FEATURE_CONTRACT|MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,95072,2026-09-11T19:57:31.454680+00:00,operator,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\EARLY_NEG_FEATURES.csv
F1,FEATURE_CONTRACT|MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,32880,2026-09-11T19:57:32.216856+00:00,operator,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\EARLY_POS_DROPOUT_FEATURES.csv
F1,FEATURE_CONTRACT|MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,55762,2026-09-11T19:57:32.820613+00:00,operator,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\EARLY_POS_FEATURES.csv
F1,FEATURE_CONTRACT|MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,17947,2026-09-11T19:57:34.730310+00:00,operator,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\LATER_VAL_NEG_DROPOUT_FEATURES.csv
F1,FEATURE_CONTRACT|MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,19206,2026-09-11T19:57:34.872981+00:00,operator,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\LATER_VAL_NEG_FEATURES.csv
F1,FEATURE_CONTRACT|MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,95906,2026-09-11T19:57:35.597677+00:00,operator,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\LATER_VAL_POS_DROPOUT_FEATURES.csv
F1,FEATURE_CONTRACT|MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,144996,2026-09-11T19:57:36.071302+00:00,operator,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\LATER_VAL_POS_FEATURES.csv
F1,FEATURE_CONTRACT|MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,359617,2026-09-11T19:57:36.286598+00:00,holdout,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\WINDOW12_CONVERSATION_FEATURES.csv
F1,FEATURE_CONTRACT|MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,397260,2026-09-11T19:57:36.475095+00:00,holdout,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\WINDOW8_CONVERSATION_FEATURES.csv
F1,MATCHED_SOURCE_SUBSET|CONTROL_SUBSET|SURFACE_INVARIANCE_PRIOR,13,371,2026-09-11T19:57:41.763596+00:00,matched,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\DOMAIN_TOPIC_CONTROL.csv
F1,MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,9080,2026-09-11T19:57:42.880153+00:00,feature|holdout|matched|operator,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\run_secondary_fast.py
F1,THRESHOLD_OR_SCORING_RULE|MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,186213,2026-09-11T19:57:42.556135+00:00,holdout,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\WINDOW12_HOLDOUT_SCORES.csv
F1,THRESHOLD_OR_SCORING_RULE|MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,216570,2026-09-11T19:57:42.628674+00:00,holdout,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\WINDOW8_HOLDOUT_SCORES.csv
F1,MATCHED_SOURCE_SUBSET|CONTROL_SUBSET|FREEZE_OR_MANIFEST,13,1668,2026-09-11T20:08:23.725238+00:00,operator,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\00_MANIFEST\INPUT_SHA256.txt
F1,FEATURE_CONTRACT|MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,94982,2026-09-11T20:08:23.754468+00:00,operator,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\EARLY_NEG_DROPOUT_FEATURES.csv
F1,FEATURE_CONTRACT|MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,95072,2026-09-11T20:08:23.755469+00:00,operator,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\EARLY_NEG_FEATURES.csv
F1,FEATURE_CONTRACT|MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,32880,2026-09-11T20:08:23.757466+00:00,operator,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\EARLY_POS_DROPOUT_FEATURES.csv
F1,FEATURE_CONTRACT|MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,55762,2026-09-11T20:08:23.758485+00:00,operator,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\EARLY_POS_FEATURES.csv
F1,FEATURE_CONTRACT|MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,17947,2026-09-11T20:08:23.766477+00:00,operator,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\LATER_VAL_NEG_DROPOUT_FEATURES.csv
F1,FEATURE_CONTRACT|MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,19206,2026-09-11T20:08:23.767459+00:00,operator,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\LATER_VAL_NEG_FEATURES.csv
F1,FEATURE_CONTRACT|MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,95906,2026-09-11T20:08:23.769459+00:00,operator,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\LATER_VAL_POS_DROPOUT_FEATURES.csv
F1,FEATURE_CONTRACT|MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,144996,2026-09-11T20:08:23.770478+00:00,operator,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\LATER_VAL_POS_FEATURES.csv
F1,FEATURE_CONTRACT|MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,359617,2026-09-11T20:08:23.773477+00:00,holdout,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\WINDOW12_CONVERSATION_FEATURES.csv
F1,FEATURE_CONTRACT|MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,397260,2026-09-11T20:08:23.776474+00:00,holdout,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\WINDOW8_CONVERSATION_FEATURES.csv
F1,MATCHED_SOURCE_SUBSET|CONTROL_SUBSET|SURFACE_INVARIANCE_PRIOR,13,371,2026-09-11T20:08:23.787448+00:00,matched,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\DOMAIN_TOPIC_CONTROL.csv
F1,MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,9080,2026-09-11T20:08:23.807723+00:00,feature|holdout|matched|operator,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\run_secondary_fast.py
F1,THRESHOLD_OR_SCORING_RULE|MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,186213,2026-09-11T20:08:23.796445+00:00,holdout,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\WINDOW12_HOLDOUT_SCORES.csv
F1,THRESHOLD_OR_SCORING_RULE|MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,216570,2026-09-11T20:08:23.800585+00:00,holdout,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\WINDOW8_HOLDOUT_SCORES.csv
F1,MATCHED_SOURCE_SUBSET|CONTROL_SUBSET|FREEZE_OR_MANIFEST,13,254,2026-09-11T20:08:23.833729+00:00,surface,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_MANIFEST\PORTABLE_MODEL_PROVENANCE.csv
F1,MATCHED_SOURCE_SUBSET|CONTROL_SUBSET|FREEZE_OR_MANIFEST,13,1094,2026-09-11T20:12:17.781642+00:00,holdout,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_MANIFEST\V2_INPUT_SHA256.csv
F1,FEATURE_CONTRACT|MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,125,2026-09-11T20:10:45.230210+00:00,holdout,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\13_V2_LMARENA_FEATURES\EXTRACTION_COUNTS.csv
F1,MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,516,2026-09-11T20:12:16.420127+00:00,holdout|matched|surface|provider,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\15_V2_RESULTS\MATCHED_CONTROL_RESULTS.csv
F1,MATCHED_SOURCE_SUBSET|CONTROL_SUBSET|FREEZE_OR_MANIFEST,13,1157,2026-09-11T19:50:24.727143+00:00,holdout,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\INPUT_SHA256_MANIFEST.csv
F1,FEATURE_CONTRACT|MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,1635,2026-09-11T17:04:22+00:00,matched,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\RUN_F1_BR2_V2_EXACT_EXTRACTOR.ps1
F1|F2,MATCHED_SOURCE_SUBSET|CONTROL_SUBSET|FREEZE_OR_MANIFEST,13,1094,2026-09-11T19:57:18.874237+00:00,holdout,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_MANIFEST\FROZEN_INPUT_SHA256.csv
F1|F2,MATCHED_SOURCE_SUBSET|CONTROL_SUBSET|FREEZE_OR_MANIFEST,13,1792,2026-09-11T19:57:24.141583+00:00,holdout,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\00_MANIFEST\INPUT_MANIFEST_CROSSCHECK.csv
F1|F2,MATCHED_SOURCE_SUBSET|CONTROL_SUBSET|FREEZE_OR_MANIFEST,13,1668,2026-09-11T19:57:26.044921+00:00,operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\00_MANIFEST\INPUT_SHA256.txt
F1|F2,FEATURE_CONTRACT|MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,94982,2026-09-11T19:57:31.233397+00:00,operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\EARLY_NEG_DROPOUT_FEATURES.csv
F1|F2,FEATURE_CONTRACT|MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,95072,2026-09-11T19:57:31.454680+00:00,operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\EARLY_NEG_FEATURES.csv
F1|F2,FEATURE_CONTRACT|MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,32880,2026-09-11T19:57:32.216856+00:00,operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\EARLY_POS_DROPOUT_FEATURES.csv
F1|F2,FEATURE_CONTRACT|MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,55762,2026-09-11T19:57:32.820613+00:00,operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\EARLY_POS_FEATURES.csv
F1|F2,FEATURE_CONTRACT|MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,17947,2026-09-11T19:57:34.730310+00:00,operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\LATER_VAL_NEG_DROPOUT_FEATURES.csv
F1|F2,FEATURE_CONTRACT|MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,19206,2026-09-11T19:57:34.872981+00:00,operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\LATER_VAL_NEG_FEATURES.csv
F1|F2,FEATURE_CONTRACT|MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,95906,2026-09-11T19:57:35.597677+00:00,operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\LATER_VAL_POS_DROPOUT_FEATURES.csv
F1|F2,FEATURE_CONTRACT|MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,144996,2026-09-11T19:57:36.071302+00:00,operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\LATER_VAL_POS_FEATURES.csv
F1|F2,FEATURE_CONTRACT|MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,359617,2026-09-11T19:57:36.286598+00:00,holdout,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\WINDOW12_CONVERSATION_FEATURES.csv
F1|F2,FEATURE_CONTRACT|MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,397260,2026-09-11T19:57:36.475095+00:00,holdout,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\WINDOW8_CONVERSATION_FEATURES.csv
F1|F2,MATCHED_SOURCE_SUBSET|CONTROL_SUBSET|SURFACE_INVARIANCE_PRIOR,13,371,2026-09-11T19:57:41.763596+00:00,matched,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\DOMAIN_TOPIC_CONTROL.csv
F1|F2,MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,9080,2026-09-11T19:57:42.880153+00:00,feature|holdout|matched|operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\run_secondary_fast.py
F1|F2,THRESHOLD_OR_SCORING_RULE|MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,186213,2026-09-11T19:57:42.556135+00:00,holdout,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\WINDOW12_HOLDOUT_SCORES.csv
F1|F2,THRESHOLD_OR_SCORING_RULE|MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,216570,2026-09-11T19:57:42.628674+00:00,holdout,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\WINDOW8_HOLDOUT_SCORES.csv
F1|F2,MATCHED_SOURCE_SUBSET|CONTROL_SUBSET|FREEZE_OR_MANIFEST,13,1668,2026-09-11T20:08:23.725238+00:00,operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\00_MANIFEST\INPUT_SHA256.txt
F1|F2,FEATURE_CONTRACT|MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,94982,2026-09-11T20:08:23.754468+00:00,operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\EARLY_NEG_DROPOUT_FEATURES.csv
F1|F2,FEATURE_CONTRACT|MATCHED_SOURCE_SUBSET|CONTROL_SUBSET,13,95072,2026-09-11T20:08:23.755469+00:00,operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_BR2_LMARENA_MATCHED_CONTROL\11_V2_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\05_FEATURES\EARLY_NEG_FEATURES.csv
